Tue Jul  1 18:35:42 2014    timing.4

         2309495 function calls (2251965 primitive calls) in 91.244 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.009    0.009    0.039    0.039 /home/pi/ndn/PyNDN2/python/pyndn/encoding/__init__.py:8(<module>)
     1908    0.039    0.000    0.039    0.000 /usr/lib/python2.7/threading.py:686(name)
     3866    0.038    0.000    0.038    0.000 {method 'iteritems' of 'dict' objects}
        1    0.012    0.012    0.038    0.038 /usr/lib/python2.7/threading.py:1(<module>)
      957    0.037    0.000    0.037    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:219(setInterestLifetimeMilliseconds)
     3816    0.037    0.000    0.037    0.000 {_weakref.proxy}
     3815    0.037    0.000    0.037    0.000 /home/pi/ndn/PyNDN2/python/pyndn/meta_info.py:114(getChangeCount)
      956    0.029    0.000    0.037    0.000 /home/pi/ndn/PyNDN2/python/pyndn/key_locator.py:65(getKeyName)
    18/10    0.003    0.000    0.036    0.004 /usr/lib/python2.7/sre_parse.py:301(_parse_sub)
      954    0.036    0.000    0.036    0.000 /home/pi/ndn/PyNDN2/python/pyndn/util/blob.py:109(toBuffer)
    48/10    0.012    0.000    0.036    0.004 /usr/lib/python2.7/sre_compile.py:32(_compile)
        1    0.000    0.000    0.035    0.035 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:112(getRandomRange)
    27/13    0.013    0.000    0.035    0.003 /usr/lib/python2.7/sre_parse.py:379(_parse)
      957    0.026    0.000    0.034    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:101(getExclude)
        1    0.004    0.004    0.033    0.033 /home/pi/ndn/PyNDN2/python/pyndn/name.py:22(<module>)
      963    0.025    0.000    0.033    0.000 /home/pi/ndn/PyNDN2/python/pyndn/util/common.py:65(getBytesIOString)
        1    0.032    0.032    0.033    0.033 /usr/lib/python2.7/hashlib.py:55(<module>)
      955    0.025    0.000    0.032    0.000 /home/pi/ndn/PyNDN2/python/pyndn/data.py:119(getName)
      954    0.032    0.000    0.032    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:167(setMinSuffixComponents)
     2863    0.031    0.000    0.031    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/wire_format.py:202(getDefaultWireFormat)
        1    0.005    0.005    0.031    0.031 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:23(<module>)
     2862    0.028    0.000    0.028    0.000 {method 'setdefault' of 'dict' objects}
       25    0.002    0.000    0.028    0.001 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:333(_AddPropertiesForFields)
     1908    0.028    0.000    0.028    0.000 {sys._getframe}
        2    0.027    0.014    0.027    0.014 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:75(size)
     1908    0.027    0.000    0.027    0.000 /home/pi/ndn/PyNDN2/python/pyndn/node.py:582(getPrefix)
      194    0.006    0.000    0.027    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:388(TagBytes)
      210    0.009    0.000    0.027    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:57(append)
        5    0.004    0.001    0.026    0.005 /home/pi/ndn/PyNDN2/python/pyndn/name.py:257(set)
        1    0.000    0.000    0.026    0.026 /home/pi/ndn/PyNDN2/python/pyndn/data.py:86(wireDecode)
       85    0.008    0.000    0.026    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:201(AddDecoder)
       83    0.007    0.000    0.026    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:344(_AddPropertiesForField)
     1816    0.026    0.000    0.026    0.000 {divmod}
        1    0.000    0.000    0.025    0.025 /home/pi/ndn/PyNDN2/python/pyndn/security/key_chain.py:85(getDefaultCertificateName)
        1    0.000    0.000    0.025    0.025 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_manager.py:231(getDefaultCertificateName)
        1    0.006    0.006    0.025    0.025 /home/pi/ndn/PyNDN2/python/pyndn/transport/__init__.py:20(<module>)
        1    0.007    0.007    0.025    0.025 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:25(<module>)
       20    0.020    0.001    0.025    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:417(bytes_to_long)
        1    0.001    0.001    0.024    0.024 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:117(__init__)
        1    0.001    0.001    0.024    0.024 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:183(decodeData)
        1    0.004    0.004    0.024    0.024 /usr/lib/python2.7/sqlite3/__init__.py:24(<module>)
        1    0.002    0.002    0.024    0.024 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:214(decode)
       25    0.010    0.000    0.023    0.001 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:904(_AddMessageMethods)
       25    0.002    0.000    0.022    0.001 /usr/lib/pymodules/python2.7/google/protobuf/reflection.py:93(__new__)
        1    0.007    0.007    0.022    0.022 lighting/BeaconLogging.py:1(<module>)
      954    0.022    0.000    0.022    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:204(setMustBeFresh)
        1    0.000    0.000    0.022    0.022 fixture.py:49(stop)
      954    0.021    0.000    0.021    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:200(setChildSelector)
       34    0.004    0.000    0.021    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:90(new)
        2    0.000    0.000    0.021    0.011 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:91(getRandomInteger)
       32    0.001    0.000    0.021    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:54(__init__)
       33    0.001    0.000    0.021    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:70(reset)
        1    0.010    0.010    0.021    0.021 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:20(<module>)
        1    0.000    0.000    0.021    0.021 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_storage.py:200(getDefaultCertificateNameForIdentity)
        1    0.020    0.020    0.020    0.020 /usr/lib/python2.7/sqlite3/dbapi2.py:24(<module>)
        1    0.009    0.009    0.020    0.020 /usr/lib/python2.7/io.py:34(<module>)
      954    0.020    0.000    0.020    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/containers.py:52(__init__)
      956    0.019    0.000    0.019    0.000 /home/pi/ndn/PyNDN2/python/pyndn/exclude.py:36(__init__)
        1    0.000    0.000    0.019    0.019 light_command_pb2.py:200(LightCommandMessage)
     1909    0.019    0.000    0.019    0.000 /home/pi/ndn/PyNDN2/python/pyndn/name.py:378(get)
       16    0.001    0.000    0.019    0.001 /usr/lib/python2.7/random.py:237(randint)
      954    0.019    0.000    0.019    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:171(setMaxSuffixComponents)
      194    0.007    0.000    0.019    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:379(_VarintBytes)
     1914    0.018    0.000    0.018    0.000 /home/pi/ndn/PyNDN2/python/pyndn/exclude.py:263(getChangeCount)
       40    0.004    0.000    0.018    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA256.py:77(new)
       29    0.018    0.001    0.018    0.001 {built-in method __new__ of type object at 0x27ca88}
        1    0.005    0.005    0.018    0.018 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:25(<module>)
       16    0.002    0.000    0.018    0.001 /usr/lib/python2.7/random.py:173(randrange)
        6    0.018    0.003    0.018    0.003 {method 'execute' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.017    0.017 /home/pi/ndn/PyNDN2/python/pyndn/security/key_chain.py:52(__init__)
       15    0.003    0.000    0.017    0.001 /home/pi/ndn/PyNDN2/python/pyndn/name.py:517(fromEscapedString)
        1    0.000    0.000    0.017    0.017 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_manager.py:46(__init__)
       10    0.001    0.000    0.017    0.002 /usr/lib/python2.7/sre_compile.py:178(_compile_charset)
       25    0.012    0.000    0.017    0.001 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:207(__init__)
        9    0.001    0.000    0.017    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:128(decode)
      210    0.005    0.000    0.017    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:83(update)
      954    0.017    0.000    0.017    0.000 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:215(setScope)
      954    0.017    0.000    0.017    0.000 /home/pi/ndn/PyNDN2/python/pyndn/exclude.py:137(clear)
        1    0.000    0.000    0.017    0.017 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:339(getDefaultCertificateNameForKey)
        1    0.001    0.001    0.017    0.017 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:77(__init__)
       10    0.007    0.001    0.016    0.002 /usr/lib/python2.7/sre_compile.py:207(_optimize_charset)
       16    0.012    0.001    0.016    0.001 /usr/lib/python2.7/random.py:809(random)
     1911    0.016    0.000    0.016    0.000 {posix.getpid}
      960    0.015    0.000    0.015    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_wire_format.py:32(get)
        2    0.000    0.000    0.015    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:199(read)
        2    0.000    0.000    0.015    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:175(read)
        1    0.014    0.014    0.015    0.015 /usr/lib/python2.7/logging/handlers.py:24(<module>)
        1    0.000    0.000    0.015    0.015 /home/pi/ndn/PyNDN2/python/pyndn/face.py:319(shutdown)
        1    0.004    0.004    0.015    0.015 /home/pi/ndn/PyNDN2/python/pyndn/transport/tcp_transport.py:23(<module>)
        1    0.000    0.000    0.015    0.015 /home/pi/ndn/PyNDN2/python/pyndn/node.py:293(shutdown)
        2    0.000    0.000    0.015    0.007 /home/pi/ndn/PyNDN2/python/pyndn/transport/unix_transport.py:144(close)
        2    0.000    0.000    0.014    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:119(read)
     1918    0.014    0.000    0.014    0.000 /home/pi/ndn/PyNDN2/python/pyndn/util/dynamic_byte_array.py:117(getArray)
        1    0.000    0.000    0.014    0.014 /usr/lib/python2.7/socket.py:192(close)
      954    0.014    0.000    0.014    0.000 /home/pi/ndn/PyNDN2/python/pyndn/node.py:591(getOnInterest)
        1    0.000    0.000    0.014    0.014 light_command_pb2.py:203(LightCommand)
        1    0.007    0.007    0.013    0.013 /usr/lib/python2.7/collections.py:1(<module>)
        1    0.011    0.011    0.013    0.013 /usr/lib/python2.7/logging/__init__.py:24(<module>)
       80    0.004    0.000    0.013    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA256.py:71(__init__)
      216    0.007    0.000    0.013    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/hashalgo.py:53(update)
      956    0.012    0.000    0.012    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_encoder.py:168(writeOptionalNonNegativeIntegerTlvFromFloat)
      957    0.012    0.000    0.012    0.000 /home/pi/ndn/PyNDN2/python/pyndn/key_locator.py:54(getType)
        1    0.004    0.004    0.012    0.012 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:27(<module>)
     1909    0.012    0.000    0.012    0.000 /usr/lib/python2.7/posixpath.py:51(normcase)
       10    0.002    0.000    0.012    0.001 /usr/lib/python2.7/sre_compile.py:361(_compile_info)
        1    0.001    0.001    0.012    0.012 lighting/KinetSender.py:41(__init__)
        1    0.005    0.005    0.012    0.012 /home/pi/ndn/PyNDN2/python/pyndn/security/policy/__init__.py:20(<module>)
        2    0.001    0.000    0.011    0.006 /usr/lib/python2.7/warnings.py:45(filterwarnings)
        1    0.005    0.005    0.011    0.011 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:25(<module>)
        1    0.005    0.005    0.011    0.011 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:79(<module>)
      194    0.006    0.000    0.011    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:344(EncodeVarint)
      953    0.011    0.000    0.011    0.000 /home/pi/ndn/PyNDN2/python/pyndn/meta_info.py:70(getFinalBlockID)
      954    0.011    0.000    0.011    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/containers.py:62(__getitem__)
      953    0.011    0.000    0.011    0.000 /home/pi/ndn/PyNDN2/python/pyndn/meta_info.py:61(getFreshnessPeriod)
       83    0.008    0.000    0.010    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:370(__init__)
      955    0.010    0.000    0.010    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:210(seek)
        1    0.000    0.000    0.010    0.010 /home/pi/ndn/PyNDN2/python/pyndn/face.py:52(__init__)
      953    0.010    0.000    0.010    0.000 /home/pi/ndn/PyNDN2/python/pyndn/meta_info.py:52(getType)
       46    0.007    0.000    0.009    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:413(_AddPropertiesForNonRepeatedScalarField)
       80    0.004    0.000    0.009    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/hashalgo.py:34(__init__)
    62/24    0.007    0.000    0.009    0.000 /usr/lib/python2.7/sre_parse.py:140(getwidth)
        1    0.004    0.004    0.009    0.009 /home/pi/ndn/PyNDN2/python/pyndn/node.py:23(<module>)
       15    0.007    0.000    0.009    0.001 /home/pi/ndn/PyNDN2/python/pyndn/name.py:630(_unescape)
        8    0.009    0.001    0.009    0.001 /usr/lib/python2.7/sre_compile.py:258(_mk_bitmap)
      157    0.003    0.000    0.009    0.000 /usr/lib/python2.7/sre_parse.py:201(get)
        1    0.005    0.005    0.009    0.009 /home/pi/ndn/PyNDN2/python/pyndn/encoding/protobuf_tlv.py:32(<module>)
        1    0.004    0.004    0.009    0.009 /home/pi/ndn/PyNDN2/python/pyndn/util/__init__.py:20(<module>)
        1    0.000    0.000    0.009    0.009 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:607(_decodeSignatureInfo)
        1    0.000    0.000    0.009    0.009 /home/pi/ndn/PyNDN2/python/pyndn/node.py:52(__init__)
      954    0.009    0.000    0.009    0.000 /home/pi/ndn/PyNDN2/python/pyndn/data.py:146(getContent)
      979    0.008    0.000    0.008    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.001    0.000    0.008    0.002 /home/pi/ndn/PyNDN2/python/pyndn/name.py:388(toUri)
      205    0.007    0.000    0.008    0.000 /usr/lib/python2.7/sre_parse.py:182(__next)
      954    0.008    0.000    0.008    0.000 /home/pi/ndn/PyNDN2/python/pyndn/node.py:573(getRegisteredPrefixId)
        2    0.000    0.000    0.008    0.004 /usr/lib/python2.7/threading.py:400(wait)
        1    0.007    0.007    0.008    0.008 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:33(<module>)
      955    0.008    0.000    0.008    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:201(getOffset)
       40    0.002    0.000    0.008    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA256.py:74(new)
        2    0.000    0.000    0.008    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:138(random_data)
        1    0.000    0.000    0.008    0.008 /home/pi/ndn/PyNDN2/python/pyndn/transport/unix_transport.py:64(connect)
        1    0.000    0.000    0.007    0.007 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_manager.py:311(certificateNameToPublicKeyName)
        1    0.004    0.004    0.007    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/pct_warnings.py:30(<module>)
      955    0.007    0.000    0.007    0.000 /home/pi/ndn/PyNDN2/python/pyndn/sha256_with_rsa_signature.py:74(getSignature)
      954    0.007    0.000    0.007    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/message_listener.py:77(Modified)
      166    0.004    0.000    0.007    0.000 /usr/lib/python2.7/sre_parse.py:130(__getitem__)
        1    0.000    0.000    0.007    0.007 lighting/BeaconLogging.py:18(__init__)
        1    0.001    0.001    0.007    0.007 lighting/BeaconLogging.py:27(setup)
        1    0.003    0.003    0.007    0.007 /home/pi/ndn/PyNDN2/python/pyndn/encoding/element_reader.py:27(<module>)
        8    0.001    0.000    0.007    0.001 /usr/lib/python2.7/abc.py:105(register)
      693    0.007    0.000    0.007    0.000 {chr}
        1    0.000    0.000    0.006    0.006 /usr/lib/pymodules/python2.7/google/protobuf/descriptor_pb2.py:1275(SourceCodeInfo)
      171    0.005    0.000    0.006    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:68(bchr)
        2    0.001    0.000    0.006    0.003 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:68(collect)
        1    0.000    0.000    0.006    0.006 /home/pi/ndn/PyNDN2/python/pyndn/util/blob.py:136(toRawStr)
        1    0.004    0.004    0.006    0.006 /usr/lib/python2.7/base64.py:3(<module>)
      216    0.006    0.000    0.006    0.000 {method 'update' of '_hashlib.HASH' objects}
        2    0.000    0.000    0.006    0.003 /usr/lib/python2.7/threading.py:235(wait)
       34    0.001    0.000    0.006    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:719(MessageEncoder)
        1    0.006    0.006    0.006    0.006 {method 'connect' of '_socket.socket' objects}
    29/18    0.001    0.000    0.006    0.000 {issubclass}
        1    0.000    0.000    0.006    0.006 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:647(_decodeKeyLocator)
        1    0.003    0.003    0.006    0.006 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:65(<module>)
        1    0.002    0.002    0.006    0.006 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/memory_private_key_storage.py:23(<module>)
        1    0.000    0.000    0.006    0.006 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:336(encodeSignatureInfo)
        8    0.002    0.000    0.005    0.001 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
        1    0.005    0.005    0.005    0.005 /usr/lib/python2.7/heapq.py:31(<module>)
        1    0.004    0.004    0.005    0.005 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA256.py:35(<module>)
        1    0.002    0.002    0.005    0.005 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/__init__.py:25(<module>)
        1    0.000    0.000    0.005    0.005 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/file_private_key_storage.py:166(doesKeyExist)
        3    0.000    0.000    0.005    0.002 /usr/lib/python2.7/logging/__init__.py:884(__init__)
        1    0.003    0.003    0.005    0.005 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_manager.py:23(<module>)
       34    0.001    0.000    0.005    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:499(MessageDecoder)
       16    0.002    0.000    0.005    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:39(__init__)
        1    0.000    0.000    0.005    0.005 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:150(_reseed)
        1    0.000    0.000    0.004    0.004 /usr/lib/pymodules/python2.7/google/protobuf/descriptor_pb2.py:1179(DescriptorProto)
        1    0.004    0.004    0.004    0.004 /usr/lib/pymodules/python2.7/google/protobuf/internal/type_checkers.py:44(<module>)
        4    0.002    0.000    0.004    0.001 /usr/lib/python2.7/abc.py:86(__new__)
        6    0.000    0.000    0.004    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/rng_base.py:66(read)
        1    0.000    0.000    0.004    0.004 /usr/lib/pymodules/python2.7/google/protobuf/descriptor_pb2.py:1263(UninterpretedOption)
        1    0.000    0.000    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_manager.py:70(getDefaultIdentity)
        1    0.000    0.000    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:314(getDefaultKeyNameForIdentity)
      493    0.004    0.000    0.004    0.000 {_struct.unpack}
        2    0.001    0.000    0.004    0.002 /usr/lib/python2.7/threading.py:436(__init__)
        1    0.002    0.002    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/util/blob.py:25(<module>)
       17    0.004    0.000    0.004    0.000 {posix.urandom}
        7    0.004    0.001    0.004    0.001 {method 'read' of 'file' objects}
        1    0.000    0.000    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:292(getDefaultIdentity)
        1    0.003    0.003    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/AES.py:45(<module>)
        1    0.000    0.000    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/control_parameters.py:43(wireEncode)
        1    0.001    0.001    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:292(encodeControlParameters)
       25    0.003    0.000    0.004    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:369(_AddPropertiesForRepeatedField)
        9    0.000    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:113(__init__)
        6    0.001    0.000    0.004    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/posix.py:57(_read)
        1    0.000    0.000    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_slowmath.py:41(_blind)
        1    0.003    0.003    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/security/policy/self_verify_policy_manager.py:26(<module>)
       20    0.001    0.000    0.004    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:652(StringEncoder)
        1    0.003    0.003    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:387(long_to_bytes)
        1    0.004    0.004    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/node.py:650(__init__)
        5    0.000    0.000    0.004    0.001 /usr/lib/python2.7/logging/__init__.py:816(__init__)
        1    0.000    0.000    0.004    0.004 /usr/lib/python2.7/threading.py:768(__init__)
        1    0.001    0.001    0.004    0.004 /home/pi/ndn/PyNDN2/python/pyndn/transport/udp_transport.py:23(<module>)
       83    0.002    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:108(_TagSize)
      277    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/wire_format.py:80(PackTag)
        1    0.002    0.002    0.003    0.003 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/posix.py:25(<module>)
        5    0.002    0.000    0.003    0.001 /usr/lib/python2.7/threading.py:181(Condition)
        3    0.000    0.000    0.003    0.001 /usr/lib/python2.7/threading.py:364(Event)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/ctypes/__init__.py:265(_reset_cache)
        3    0.000    0.000    0.003    0.001 /usr/lib/python2.7/threading.py:371(__init__)
        5    0.001    0.000    0.003    0.001 /usr/lib/python2.7/logging/__init__.py:654(__init__)
        1    0.002    0.002    0.003    0.003 /home/pi/ndn/PyNDN2/python/pyndn/security/certificate/__init__.py:20(<module>)
       10    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:86(decode)
       25    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:787(_AddIsInitializedMethod)
        1    0.002    0.002    0.003    0.003 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_RSA.py:27(<module>)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:78(reseed)
      103    0.001    0.000    0.003    0.000 /usr/lib/python2.7/sre_parse.py:195(match)
        1    0.002    0.002    0.003    0.003 /home/pi/ndn/PyNDN2/python/pyndn/key_locator.py:23(<module>)
        2    0.000    0.000    0.003    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:86(pseudo_random_data)
        1    0.002    0.002    0.003    0.003 /home/pi/ndn/PyNDN2/python/pyndn/encoding/binary_xml_structure_decoder.py:23(<module>)
      141    0.003    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:64(__init__)
        1    0.003    0.003    0.003    0.003 /home/pi/ndn/PyNDN2/python/pyndn/transport/udp_transport.py:31(UdpTransport)
       15    0.000    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:409(SpecificEncoder)
        4    0.002    0.000    0.003    0.001 /usr/lib/python2.7/random.py:91(__init__)
        1    0.002    0.002    0.003    0.003 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_encoder.py:20(<module>)
       25    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:279(isInt)
       14    0.002    0.000    0.003    0.000 /usr/lib/python2.7/ctypes/__init__.py:147(_check_size)
       83    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:236(_DefaultValueConstructorForField)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:103(_pseudo_random_data)
       11    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:615(BoolEncoder)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/logging/__init__.py:1488(basicConfig)
       29    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:96(__init__)
       25    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:74(NewMessage)
       34    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:289(MessageSizer)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/security/policy/no_verify_policy_manager.py:20(<module>)
        3    0.002    0.001    0.002    0.001 /usr/lib/python2.7/ctypes/__init__.py:78(CFUNCTYPE)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/sha256_with_rsa_signature.py:24(<module>)
        4    0.001    0.000    0.002    0.001 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:430(__init__)
        2    0.000    0.000    0.002    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/file_private_key_storage.py:187(nameTransform)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Signature/PKCS1_v1_5.py:163(EMSA_PKCS1_V1_5_ENCODE)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_slowmath.py:25(<module>)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/node.py:42(Node)
      207    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
       19    0.001    0.000    0.002    0.000 /usr/lib/python2.7/_weakrefset.py:58(__iter__)
       81    0.002    0.000    0.002    0.000 {_hashlib.openssl_sha256}
        1    0.002    0.002    0.002    0.002 /usr/lib/pymodules/python2.7/google/protobuf/message.py:35(<module>)
