Tue Jul  1 18:35:42 2014    timing.4

         2309495 function calls (2251965 primitive calls) in 91.244 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.001    0.000    0.002    0.000 /home/pi/ndn/PyNDN2/python/pyndn/name.py:334(getSubName)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/transport/socket_poller.py:23(<module>)
       10    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:70(_decodeLen)
       12    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:450(_AddPropertiesForNonRepeatedCompositeField)
       27    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:477(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/threading.py:485(start)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/logging/handlers.py:89(__init__)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Util/Counter.py:53(<module>)
        3    0.002    0.001    0.002    0.001 /usr/lib/python2.7/ctypes/__init__.py:493(PYFUNCTYPE)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:65(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/logging/handlers.py:58(__init__)
       78    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:138(append)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/os.py:35(_get_exports_list)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/file_private_key_storage.py:38(FilePrivateKeyStorage)
        2    0.001    0.000    0.002    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:452(_encodeSelectors)
      119    0.002    0.000    0.002    0.000 {min}
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Random/_UserFriendlyRNG.py:52(__init__)
        1    0.002    0.002    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/security/security_types.py:22(<module>)
        2    0.000    0.000    0.002    0.001 /usr/lib/python2.7/logging/__init__.py:1548(getLogger)
        6    0.002    0.000    0.002    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
        1    0.002    0.002    0.002    0.002 {_sqlite3.connect}
        4    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:473(_StructPackEncoder)
       13    0.000    0.000    0.002    0.000 /usr/lib/python2.7/logging/__init__.py:210(_acquireLock)
        3    0.000    0.000    0.002    0.001 /usr/lib/python2.7/posixpath.py:350(abspath)
        3    0.000    0.000    0.002    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:99(_set_key)
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/ctypes/_endian.py:4(<module>)
       25    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:561(_AddHasFieldMethod)
        2    0.000    0.000    0.002    0.001 /usr/lib/python2.7/logging/__init__.py:1006(getLogger)
        5    0.000    0.000    0.002    0.000 /usr/lib/python2.7/logging/__init__.py:635(_addHandlerRef)
       25    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:224(_AddEnumValues)
        1    0.001    0.001    0.002    0.002 /home/pi/ndn/PyNDN2/python/pyndn/meta_info.py:23(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/google/protobuf/internal/containers.py:40(<module>)
       25    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:504(_AddStaticMethods)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/util/common.py:22(<module>)
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:66(digest)
        5    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:1279(addHandler)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/exclude.py:20(<module>)
       81    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:126(__len__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/posix.py:82(new)
       13    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:219(_releaseLock)
       20    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:227(StringSizer)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/posix.py:37(__init__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/Counter.py:63(new)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/transport/unix_transport.py:23(<module>)
       34    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:55(__init__)
        5    0.001    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:186(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/osx_private_key_storage.py:24(<module>)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/AES.py:61(new)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:750(_AddMergeFromStringMethod)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:283(_AddInitMethod)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/forwarding_entry.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:22(<module>)
        3    0.000    0.000    0.001    0.000 /home/pi/ndn/PyNDN2/python/pyndn/name.py:356(getPrefix)
       14    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:354(_simple)
       10    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:178(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/util/command_interest_generator.py:25(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:350(encodeSignatureValue)
        2    0.001    0.001    0.001    0.001 {_ctypes.POINTER}
        5    0.001    0.000    0.001    0.000 {open}
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/AES.py:55(__init__)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:496(_AddPropertiesForExtensions)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/certificate/public_key.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:23(<module>)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:217(_AddClassAttributesForNestedExtensions)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/pubkey.py:27(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/identity_storage.py:25(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/data.py:22(<module>)
        2    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/interest.py:130(getNonce)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/transport/transport.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/Counter.py:116(_encode)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:121(_generate_blocks)
       15    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:127(SpecificSizer)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:160(__init__)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:574(_decodeMetaInfo)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:29(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/node.py:660(onData)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/socket.py:179(_socketobject)
       83    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/name.py:28(Name)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Signature/PKCS1_v1_5.py:58(<module>)
       19    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
        6    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:101(RLock)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:642(_AddEqualsMethod)
        2    0.001    0.000    0.001    0.000 /home/pi/ndn/PyNDN2/python/pyndn/key_locator.py:97(setKeyName)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:20(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/rng_base.py:24(<module>)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/blockalgo.py:136(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/forwarding_flags.py:25(<module>)
       13    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:185(SpecificSizer)
      108    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:230(<genexpr>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/private_key_storage.py:23(<module>)
       83    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:173(_IsMessageSetExtension)
        1    0.001    0.001    0.001    0.001 {dir}
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/google/protobuf/internal/message_listener.py:35(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_wire_format.py:20(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:918(_open)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_slowmath.py:82(rsa_construct)
        5    0.000    0.000    0.001    0.000 /usr/lib/python2.7/logging/__init__.py:683(createLock)
       49    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/type_checkers.py:56(GetTypeChecker)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/ctypes/__init__.py:349(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/memory_identity_storage.py:26(<module>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:81(tobytes)
       30    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:190(SpecificDecoder)
      108    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:231(<genexpr>)
       68    0.001    0.000    0.001    0.000 {_struct.pack}
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:22(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:61(digest)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:66(encode)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/random.py:100(seed)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/exclude.py:29(Exclude)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/posixpath.py:321(normpath)
        7    0.001    0.000    0.001    0.000 /usr/lib/python2.7/posixpath.py:68(join)
        1    0.001    0.001    0.001    0.001 lighting/KinetSender.py:137(KinetPktPortOut)
        2    0.001    0.000    0.001    0.000 /usr/lib/python2.7/socket.py:185(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/util/signed_blob.py:23(<module>)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/hashalgo.py:71(digest)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:550(_AddListFieldsMethod)
       48    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:90(__init__)
       30    0.001    0.000    0.001    0.000 {_struct.calcsize}
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:657(_AddStrMethod)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/threadsafe_face.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/blockalgo.py:22(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/rng_base.py:32(__init__)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/google/protobuf/internal/api_implementation.py:34(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/util/dynamic_byte_array.py:23(<module>)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:925(_AddPrivateHelperMethods)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/rng_base.py:39(_selftest)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/binary_xml_decoder.py:23(<module>)
        1    0.000    0.000    0.001    0.001 lighting/KinetSender.py:21(KinetSender)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/transport/transport.py:25(Transport)
        5    0.000    0.000    0.001    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:56(readExtendedVarNumber)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:735(_AddSerializePartialToStringMethod)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:869(_AddMergeFromMethod)
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:584(_AddClearFieldMethod)
        6    0.000    0.000    0.001    0.000 /usr/lib/python2.7/hashlib.py:94(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/wire_format.py:24(<module>)
       16    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:81(add)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/util/change_counter.py:26(<module>)
       20    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:377(StringDecoder)
        3    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:196(encode)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/tlv.py:22(<module>)
        6    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:106(__init__)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/google/protobuf/internal/wire_format.py:31(<module>)
       39    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:72(bord)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:266(__init__)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/identity/file_private_key_storage.py:42(__init__)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/policy/policy_manager.py:24(<module>)
       20    0.000    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:474(isstring)
       17    0.001    0.000    0.001    0.000 {binascii.hexlify}
       25    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:156(_AddSlots)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/threading.py:424(Thread)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/certificate/identity_certificate.py:20(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/signature.py:24(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/hashalgo.py:21(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/policy/validation_request.py:23(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/transport/unix_transport.py:31(UnixTransport)
       87    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/api_implementation.py:63(Type)
        1    0.000    0.000    0.001    0.001 /home/pi/ndn/PyNDN2/python/pyndn/security/security_exception.py:23(<module>)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/blockalgo.py:187(encrypt)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/transport/tcp_transport.py:31(TcpTransport)
        8    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 {thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv/__init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:40(AESGenerator)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/element_reader.py:40(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:1108(__init__)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:664(_AddUnicodeMethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:59(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:52(_commit_removals)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:618(_AddClearMethod)
       83    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:79(_VarintSize)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/transport/unix_transport.py:35(__init__)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:672(_AddSetListenerMethod)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:549(SpecificEncoder)
       76    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:66(b)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:721(_AddSerializeToStringMethod)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:192(hasOnlyInts)
       52    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:241(<genexpr>)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:702(_AddByteSizeMethod)
        3    0.000    0.000    0.000    0.000 {Crypto.Cipher._AES.new}
        1    0.000    0.000    0.000    0.000 {posix.listdir}
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:182(_checkLevel)
       83    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/python_message.py:109(_PropertyName)
        4    0.000    0.000    0.000    0.000 {built-in method encrypt}
        3    0.000    0.000    0.000    0.000 {posix.stat}
       16    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:58(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:188(hasInts)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:385(set)
       10    0.000    0.000    0.000    0.000 {_sre.compile}
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:246(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:89(<genexpr>)
       25    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/wire_format.py:259(IsTypePackable)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/transport/socket_poller.py:33(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:1052(_fixupParents)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:570(__init__)
       20    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:25(OrderedDict)
        6    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sqlite3/dbapi2.py:55(register_adapters_and_converters)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:257(_escape)
        1    0.000    0.000    0.000    0.000 {filter}
        8    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/util/command_interest_generator.py:42(__init__)
       26    0.000    0.000    0.000    0.000 {_sre.getlower}
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/control_parameters.py:32(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:43(Tlv0_1WireFormat)
        3    0.000    0.000    0.000    0.000 {round}
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:254(_StructPackDecoder)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:72(opengroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:1374(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/base64.py:42(b64encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/genericpath.py:26(isfile)
       31    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:255(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:645(Handler)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:57(_lengthOctets)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/transport/socket_poller.py:80(close)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/security/key_chain.py:42(KeyChain)
       32    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:234(<genexpr>)
       34    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/node.py:463(__init__)
       31    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:447(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:72(Random)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/handlers.py:638(SysLogHandler)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:578(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/base64.py:59(b64decode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:706(setLevel)
       29    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/descriptor.py:239(<genexpr>)
       17    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/atexit.py:6(<module>)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/blockalgo.py:124(_getParameter)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/node.py:542(_RegisteredPrefix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:295(notifyAll)
       16    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {math.exp}
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:68(__contains__)
       46    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:24(_identityfunction)
        3    0.000    0.000    0.000    0.000 /home/pi/ndn/PyNDN2/python/pyndn/forwarding_flags.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/encoder.py:676(BytesEncoder)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:134(__setitem__)
        6    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Cursor' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/google/protobuf/internal/decoder.py:181(_SimpleDecoder)
       40    0.000    0.000    0.000    0.000 {globals}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/_number_new.py:34(ceil_shift)
