Tue Jul  1 11:53:13 2014    timing.2

         1539768 function calls (1503430 primitive calls) in 51.438 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:219(_evalname)
        1    0.002    0.002    0.002    0.002 /home/pi/PyNDN2/python/pyndn/security/security_types.py:22(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/threading.py:768(__init__)
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/ctypes/_endian.py:4(<module>)
        1    0.001    0.001    0.002    0.002 <string>:2(<module>)
        1    0.001    0.001    0.002    0.002 /home/pi/PyNDN2/python/pyndn/transport/udp_transport.py:23(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/unittest/signals.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {_sqlite3.connect}
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/os.py:35(_get_exports_list)
      121    0.001    0.000    0.001    0.000 {max}
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/IO/PEM.py:30(<module>)
       25    0.001    0.000    0.001    0.000 /usr/lib/python2.7/copy_reg.py:14(pickle)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/exclude.py:20(<module>)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:790(_AddMergeFromStringMethod)
       38    0.001    0.000    0.001    0.000 /usr/lib/python2.7/collections.py:352(<genexpr>)
        9    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:216(isname)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/unittest/result.py:26(TestResult)
       40    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:225(_class_escape)
      119    0.001    0.000    0.001    0.000 /usr/lib/python2.7/opcode.py:27(def_op)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Signature/PKCS1_v1_5.py:58(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:433(_construct_char_code_lookup)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:297(_AddInitMethod)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/util/command_interest_generator.py:25(<module>)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:667(_AddEqualsMethod)
       46    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:474(isstring)
       40    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:13(ismethod)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/transport/unix_transport.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/identity/identity_storage.py:25(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/encodings/utf_8.py:8(<module>)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:914(_AddMergeFromMethod)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/lib/arrayterator.py:9(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/interest.py:22(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/data.py:22(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/certificate/public_key.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/token.py:3(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/memmap.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/identity/osx_private_key_storage.py:24(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:341(_add_integer_aliases)
       17    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:127(SpecificSizer)
       37    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/decoder.py:190(SpecificDecoder)
        6    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:1047(__init__)
       91    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
      252    0.001    0.000    0.001    0.000 {method 'isalnum' of 'str' objects}
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/forwarding_entry.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/util/dynamic_byte_array.py:23(<module>)
       60    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       16    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:185(SpecificSizer)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/testing/nosetester.py:6(<module>)
       23    0.001    0.000    0.001    0.000 {_sre.compile}
       30    0.001    0.000    0.001    0.000 {_struct.calcsize}
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/_import_tools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/threading.py:436(__init__)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/SHAd256.py:29(<module>)
       43    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:161(<lambda>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python2.7/random.py:91(__init__)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:226(_AddClassAttributesForNestedExtensions)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/polynomial/polytemplate.py:11(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/unittest/result.py:14(failfast)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/getlimits.py:2(<module>)
       57    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/type_checkers.py:56(GetTypeChecker)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/MD5.py:48(__make_constructor)
       55    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/lib/utils.py:108(__init__)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/lib/stride_tricks.py:7(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/meta_info.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA1.py:48(__make_constructor)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/testing/numpytest.py:1(<module>)
        2    0.001    0.000    0.001    0.000 {_ctypes.POINTER}
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/rng_base.py:24(<module>)
        2    0.001    0.000    0.001    0.000 {dir}
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:520(_AddPropertiesForExtensions)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/ctypes/__init__.py:349(__init__)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/socket.py:179(_socketobject)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/transport/transport.py:23(<module>)
        1    0.000    0.000    0.001    0.001 <string>:7(Chebyshev)
        1    0.000    0.000    0.001    0.001 <string>:7(Hermite)
       39    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:157(english_upper)
       19    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
       26    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_compile.py:51(fixup)
        1    0.000    0.000    0.001    0.001 <string>:7(Polynomial)
        1    0.000    0.000    0.001    0.001 <string>:7(Legendre)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/identity/memory_identity_storage.py:26(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/Padding.py:28(<module>)
       51    0.001    0.000    0.001    0.000 {repr}
      116    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:249(<genexpr>)
        1    0.000    0.000    0.001    0.001 <string>:7(HermiteE)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/tlv_wire_format.py:20(<module>)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:691(_AddStrMethod)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:977(_AddPrivateHelperMethods)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/random.py:100(seed)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/message_listener.py:35(<module>)
        1    0.000    0.000    0.001    0.001 <string>:7(Laguerre)
      116    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:250(<genexpr>)
       40    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:24(isfunction)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/machar.py:4(<module>)
       73    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:1752(<genexpr>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/lib/scimath.py:17(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/identity/private_key_storage.py:23(<module>)
      114    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
        6    0.001    0.000    0.001    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
       91    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:182(_IsMessageSetExtension)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/util/change_counter.py:26(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/util/signed_blob.py:23(<module>)
       21    0.001    0.000    0.001    0.000 {numpy.core.multiarray.empty}
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/lib/format.py:136(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python2.7/functools.py:17(update_wrapper)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/exclude.py:29(Exclude)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:20(<module>)
        9    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:2424(__init__)
       55    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       18    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       60    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
       57    0.001    0.000    0.001    0.000 {_sre.getlower}
       13    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:184(english_capitalize)
       19    0.000    0.000    0.001    0.000 /usr/lib/python2.7/tokenize.py:44(group)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:22(<module>)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:772(_AddSerializePartialToStringMethod)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/HMAC.py:73(<module>)
       23    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/decoder.py:377(StringDecoder)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/api_implementation.py:34(<module>)
       16    0.001    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:81(add)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/threadsafe_face.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/wire_format.py:31(<module>)
       55    0.001    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/lib/utils.py:93(_set_function_name)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/mock.py:465(NonCallableMock)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/unittest/case.py:133(TestCase)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/tlv/__init__.py:8(<module>)
        2    0.000    0.000    0.001    0.000 /usr/lib/python2.7/threading.py:181(Condition)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv.py:22(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/forwarding_flags.py:25(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/fromnumeric.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/identity/file_private_key_storage.py:42(__init__)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:706(_AddSetListenerMethod)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/wire_format.py:24(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/fft/helper.py:3(<module>)
       27    0.001    0.000    0.001    0.000 {sys._getframe}
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/core/_internal.py:239(_getintp_ctype)
        6    0.000    0.000    0.001    0.000 /usr/lib/python2.7/hashlib.py:94(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/policy/policy_manager.py:24(<module>)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/__init__.py:37(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/transport/udp_transport.py:31(UdpTransport)
       31    0.000    0.000    0.001    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:37(iscode)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:698(_AddUnicodeMethod)
        8    0.000    0.000    0.001    0.000 /usr/lib/python2.7/_weakrefset.py:26(__exit__)
       25    0.001    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:574(_AddListFieldsMethod)
        1    0.001    0.001    0.001    0.001 /usr/local/lib/python2.7/dist-packages/Crypto/Util/_time.py:25(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/security_exception.py:23(<module>)
        1    0.001    0.001    0.001    0.001 /home/pi/PyNDN2/python/pyndn/transport/transport.py:25(Transport)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/encoding/binary_xml_decoder.py:23(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/policy/validation_request.py:23(<module>)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/enum_type_wrapper.py:36(<module>)
        1    0.001    0.001    0.001    0.001 /usr/lib/pymodules/python2.7/numpy/lib/shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/signature.py:24(<module>)
        1    0.000    0.000    0.001    0.001 /home/pi/PyNDN2/python/pyndn/security/certificate/identity_certificate.py:20(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python2.7/threading.py:364(Event)
       95    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/api_implementation.py:82(Type)
       32    0.000    0.000    0.000    0.000 {hasattr}
       91    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:79(_VarintSize)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/transport/unix_transport.py:31(UnixTransport)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/defchararray.py:1695(chararray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:371(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/transport/tcp_transport.py:31(TcpTransport)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:6(<module>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:31(name_op)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:164(_AddSlots)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:40(AESGenerator)
       23    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/testing/nosetester.py:109(NoseTester)
       12    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:185(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:159(encode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:424(Thread)
       15    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:382(_set_up_aliases)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:642(_AddClearMethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/encoding/element_reader.py:40(__init__)
       91    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:113(_PropertyName)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/compat/py3k.py:4(<module>)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:736(_AddByteSizeMethod)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/bisect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:68(join)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/util/command_interest_generator.py:42(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:2430(getdoc)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/transport/socket_poller.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/transport/unix_transport.py:35(__init__)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:758(_AddSerializeToStringMethod)
       31    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:68(bchr)
        1    0.000    0.000    0.000    0.000 {posix.listdir}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/lib/_iotools.py:451(StringConverter)
       59    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       21    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       52    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:210(isident)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:88(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/matrixlib/defmatrix.py:195(matrix)
        3    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/testing/nosetester.py:82(_docmethod)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:549(SpecificEncoder)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/wire_format.py:259(IsTypePackable)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/lib/twodim_base.py:3(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:654(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/security/policy/no_verify_policy_manager.py:22(NoVerifyPolicyManager)
       46    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        6    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:385(set)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/getlimits.py:234(__init__)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:392(_delegating_property)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/security/key_chain.py:42(KeyChain)
       20    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:354(__getattr__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:473(_StructPackEncoder)
       38    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:1734(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:581(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/name.py:334(getSubName)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/decoder.py:254(_StructPackDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sqlite3/dbapi2.py:55(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/random.py:72(Random)
        2    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:418(encode)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:1571(_patch_dict)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:25(OrderedDict)
       75    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/_internal.py:267(_ctypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/lib/polynomial.py:899(poly1d)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:531(<genexpr>)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:253(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv_0_1_wire_format.py:43(Tlv0_1WireFormat)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:89(doc_note)
       31    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:530(<genexpr>)
       38    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/pi/PyNDN2/python/pyndn/transport/socket_poller.py:80(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/lib/financial.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/encodings/utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/RSA.py:101(_RSAobj)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/numeric.py:2422(_setdef)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:5696(__new__)
       29    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:258(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/ma/extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:549(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:5690(MaskedConstant)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:147(_lengthOctets)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/lib/_iotools.py:231(NameValidator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:235(_fileobject)
