Tue Jul  1 11:53:13 2014    timing.2

         1539768 function calls (1503430 primitive calls) in 51.438 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1761    0.027    0.000    0.027    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:708(SetListener)
        1    0.008    0.008    0.027    0.027 /usr/lib/pymodules/python2.7/numpy/lib/function_base.py:1(<module>)
       95    0.009    0.000    0.026    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:210(AddDecoder)
1227/1216    0.021    0.000    0.026    0.000 {issubclass}
      586    0.014    0.000    0.025    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:128(_is_instance_mock)
      587    0.024    0.000    0.024    0.000 /home/pi/PyNDN2/python/pyndn/node.py:480(getNextPendingInterestId)
        1    0.000    0.000    0.024    0.024 /home/pi/PyNDN2/python/pyndn/security/identity/identity_storage.py:200(getDefaultCertificateNameForIdentity)
     1001    0.012    0.000    0.024    0.000 /usr/lib/python2.7/sre_parse.py:195(match)
     1173    0.018    0.000    0.023    0.000 /home/pi/PyNDN2/python/pyndn/exclude.py:92(size)
      588    0.023    0.000    0.023    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:219(setInterestLifetimeMilliseconds)
       25    0.002    0.000    0.023    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/reflection.py:100(__new__)
        1    0.005    0.005    0.022    0.022 /usr/lib/pymodules/python2.7/numpy/linalg/__init__.py:44(<module>)
     2612    0.022    0.000    0.022    0.000 {method 'strip' of 'str' objects}
        1    0.002    0.002    0.022    0.022 /usr/lib/python2.7/sqlite3/__init__.py:24(<module>)
     1761    0.021    0.000    0.021    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/containers.py:62(__getitem__)
       25    0.007    0.000    0.021    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:956(_AddMessageMethods)
     2348    0.021    0.000    0.021    0.000 {_weakref.proxy}
        1    0.000    0.000    0.021    0.021 light_command_pb2.py:200(LightCommandMessage)
     2344    0.021    0.000    0.021    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:130(finishNestedTlvs)
        1    0.001    0.001    0.020    0.020 /home/pi/PyNDN2/python/pyndn/name.py:28(Name)
        1    0.020    0.020    0.020    0.020 /usr/lib/python2.7/sqlite3/dbapi2.py:24(<module>)
       40    0.002    0.000    0.020    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:106(get_object_signature)
     2936    0.020    0.000    0.020    0.000 /home/pi/PyNDN2/python/pyndn/exclude.py:263(getChangeCount)
        1    0.009    0.009    0.020    0.020 /usr/lib/python2.7/io.py:34(<module>)
        1    0.020    0.020    0.020    0.020 /home/pi/PyNDN2/python/pyndn/name.py:52(Component)
     2348    0.019    0.000    0.019    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_encoder.py:156(writeOptionalNonNegativeIntegerTlv)
      586    0.019    0.000    0.019    0.000 /home/pi/PyNDN2/python/pyndn/data.py:222(setContent)
      214    0.007    0.000    0.019    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:379(_VarintBytes)
        1    0.019    0.019    0.019    0.019 /usr/lib/pymodules/python2.7/numpy/lib/_datasource.py:482(Repository)
        1    0.009    0.009    0.019    0.019 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/blockalgo.py:22(<module>)
        1    0.001    0.001    0.019    0.019 /usr/lib/python2.7/difflib.py:29(<module>)
        1    0.006    0.006    0.018    0.018 /usr/lib/pymodules/python2.7/numpy/matrixlib/__init__.py:1(<module>)
        1    0.004    0.004    0.018    0.018 /usr/lib/pymodules/python2.7/numpy/lib/arraysetops.py:25(<module>)
      586    0.014    0.000    0.018    0.000 /home/pi/PyNDN2/python/pyndn/data.py:128(getMetaInfo)
       23    0.001    0.000    0.018    0.001 /usr/lib/pymodules/python2.7/numpy/ma/core.py:5915(__init__)
     2348    0.017    0.000    0.017    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:154(getInterestLifetimeMilliseconds)
        1    0.004    0.004    0.017    0.017 /usr/lib/python2.7/unittest/result.py:1(<module>)
        1    0.016    0.016    0.017    0.017 /usr/lib/pymodules/python2.7/numpy/random/__init__.py:84(<module>)
      586    0.017    0.000    0.017    0.000 /home/pi/PyNDN2/python/pyndn/sha256_with_rsa_signature.py:92(setSignature)
       25    0.013    0.001    0.017    0.001 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:226(__init__)
      586    0.012    0.000    0.017    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:236(readOptionalNonNegativeIntegerTlv)
       23    0.002    0.000    0.017    0.001 /usr/lib/pymodules/python2.7/numpy/ma/core.py:5919(getdoc)
      586    0.011    0.000    0.017    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_decoder.py:255(readOptionalNonNegativeIntegerTlvAsFloat)
        1    0.016    0.016    0.016    0.016 /usr/lib/pymodules/python2.7/numpy/linalg/linalg.py:10(<module>)
      273    0.016    0.000    0.016    0.000 {setattr}
        1    0.000    0.000    0.015    0.015 /home/pi/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:339(getDefaultCertificateNameForKey)
      155    0.009    0.000    0.015    0.000 /usr/lib/python2.7/sre_compile.py:354(_simple)
     1764    0.015    0.000    0.015    0.000 {method 'setdefault' of 'dict' objects}
      587    0.015    0.000    0.015    0.000 /home/pi/PyNDN2/python/pyndn/util/blob.py:109(toBuffer)
        1    0.000    0.000    0.015    0.015 light_command_pb2.py:203(LightCommand)
        1    0.005    0.005    0.015    0.015 /usr/lib/python2.7/threading.py:1(<module>)
        1    0.000    0.000    0.015    0.015 /home/pi/PyNDN2/python/pyndn/transport/unix_transport.py:64(connect)
      586    0.015    0.000    0.015    0.000 /home/pi/PyNDN2/python/pyndn/meta_info.py:80(setType)
     1759    0.015    0.000    0.015    0.000 /home/pi/PyNDN2/python/pyndn/encoding/wire_format.py:202(getDefaultWireFormat)
     2348    0.015    0.000    0.015    0.000 /home/pi/PyNDN2/python/pyndn/util/dynamic_byte_array.py:117(getArray)
        1    0.002    0.002    0.014    0.014 /usr/lib/pymodules/python2.7/numpy/lib/utils.py:1(<module>)
        1    0.008    0.008    0.014    0.014 /usr/lib/python2.7/collections.py:1(<module>)
      758    0.011    0.000    0.014    0.000 /usr/lib/python2.7/sre_parse.py:126(__len__)
      587    0.014    0.000    0.014    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:582(__class__)
      860    0.013    0.000    0.013    0.000 {min}
      587    0.010    0.000    0.013    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/containers.py:66(__len__)
        1    0.013    0.013    0.013    0.013 {method 'connect' of '_socket.socket' objects}
        1    0.005    0.005    0.013    0.013 /home/pi/PyNDN2/python/pyndn/security/policy/__init__.py:20(<module>)
        1    0.001    0.001    0.012    0.012 /usr/lib/python2.7/unittest/util.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/pi/PyNDN2/python/pyndn/security/key_chain.py:52(__init__)
        1    0.004    0.004    0.012    0.012 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:300(_add_aliases)
        1    0.000    0.000    0.012    0.012 /home/pi/PyNDN2/python/pyndn/security/identity/identity_manager.py:46(__init__)
        1    0.009    0.009    0.012    0.012 /usr/lib/pymodules/python2.7/numpy/matrixlib/defmatrix.py:1(<module>)
        1    0.004    0.004    0.012    0.012 /usr/local/lib/python2.7/dist-packages/Crypto/Util/number.py:27(<module>)
       55    0.010    0.000    0.012    0.000 /usr/lib/pymodules/python2.7/numpy/lib/utils.py:113(__call__)
        1    0.005    0.005    0.012    0.012 /usr/lib/python2.7/unittest/loader.py:1(<module>)
      587    0.012    0.000    0.012    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/containers.py:52(__init__)
        1    0.002    0.002    0.011    0.011 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_RSA.py:27(<module>)
        1    0.001    0.001    0.011    0.011 /home/pi/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:77(__init__)
       52    0.009    0.000    0.011    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:430(_AddPropertiesForNonRepeatedScalarField)
        6    0.011    0.002    0.011    0.002 {method 'execute' of 'sqlite3.Cursor' objects}
     1760    0.011    0.000    0.011    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:915(_try_iter)
      586    0.011    0.000    0.011    0.000 {method 'pop' of 'list' objects}
      488    0.008    0.000    0.011    0.000 /usr/lib/python2.7/sre_parse.py:138(append)
      214    0.006    0.000    0.011    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:344(EncodeVarint)
       39    0.011    0.000    0.011    0.000 {numpy.core.multiarray.array}
        1    0.005    0.005    0.011    0.011 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/decoder.py:79(<module>)
        1    0.006    0.006    0.011    0.011 /usr/lib/pymodules/python2.7/numpy/testing/decorators.py:15(<module>)
       91    0.009    0.000    0.011    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:428(__init__)
        2    0.001    0.000    0.011    0.005 /usr/lib/python2.7/warnings.py:45(filterwarnings)
     1760    0.010    0.000    0.010    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:460(__init__)
        1    0.000    0.000    0.010    0.010 /home/pi/PyNDN2/python/pyndn/face.py:319(shutdown)
        1    0.000    0.000    0.010    0.010 /home/pi/PyNDN2/python/pyndn/node.py:293(shutdown)
      586    0.010    0.000    0.010    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:595(__get_side_effect)
        2    0.000    0.000    0.010    0.005 /home/pi/PyNDN2/python/pyndn/transport/unix_transport.py:144(close)
        1    0.004    0.004    0.010    0.010 /home/pi/PyNDN2/python/pyndn/util/__init__.py:20(<module>)
      587    0.010    0.000    0.010    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv_wire_format.py:32(get)
        1    0.000    0.000    0.010    0.010 /usr/lib/python2.7/socket.py:192(close)
        1    0.003    0.003    0.010    0.010 /usr/lib/python2.7/dis.py:1(<module>)
     1172    0.010    0.000    0.010    0.000 /home/pi/PyNDN2/python/pyndn/meta_info.py:114(getChangeCount)
       31    0.005    0.000    0.009    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:157(formatargspec)
        1    0.009    0.009    0.009    0.009 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/pubkey.py:27(<module>)
     1172    0.009    0.000    0.009    0.000 /home/pi/PyNDN2/python/pyndn/node.py:500(getInterest)
        1    0.004    0.004    0.009    0.009 /home/pi/PyNDN2/python/pyndn/encoding/protobuf_tlv.py:32(<module>)
        1    0.003    0.003    0.009    0.009 /home/pi/PyNDN2/python/pyndn/encoding/element_reader.py:27(<module>)
        1    0.005    0.005    0.009    0.009 /usr/lib/pymodules/python2.7/numpy/fft/__init__.py:2(<module>)
        1    0.004    0.004    0.009    0.009 /home/pi/PyNDN2/python/pyndn/node.py:23(<module>)
      586    0.009    0.000    0.009    0.000 /home/pi/PyNDN2/python/pyndn/meta_info.py:90(setFreshnessPeriod)
        1    0.000    0.000    0.008    0.008 /home/pi/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:314(getDefaultKeyNameForIdentity)
       40    0.002    0.000    0.008    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:118(getargspec)
        1    0.000    0.000    0.008    0.008 /home/pi/PyNDN2/python/pyndn/face.py:52(__init__)
      305    0.004    0.000    0.008    0.000 {method 'join' of 'str' objects}
        1    0.003    0.003    0.008    0.008 /usr/lib/pymodules/python2.7/numpy/ma/extras.py:10(<module>)
     1190    0.008    0.000    0.008    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.005    0.005    0.007    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/pct_warnings.py:30(<module>)
      798    0.007    0.000    0.007    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.006    0.006    0.007    0.007 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:33(<module>)
        1    0.004    0.004    0.007    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/Protocol/KDF.py:34(<module>)
        1    0.003    0.003    0.007    0.007 /usr/lib/python2.7/unittest/main.py:1(<module>)
        1    0.003    0.003    0.007    0.007 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/__init__.py:50(<module>)
      586    0.007    0.000    0.007    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:210(seek)
        1    0.000    0.000    0.007    0.007 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor_pb2.py:1333(SourceCodeInfo)
      587    0.007    0.000    0.007    0.000 /home/pi/PyNDN2/python/pyndn/util/blob.py:78(size)
        3    0.005    0.002    0.007    0.002 /usr/lib/pymodules/python2.7/numpy/core/numeric.py:122(extend_all)
        1    0.000    0.000    0.007    0.007 /home/pi/PyNDN2/python/pyndn/node.py:52(__init__)
        1    0.005    0.005    0.007    0.007 /usr/lib/python2.7/opcode.py:5(<module>)
       38    0.002    0.000    0.007    0.000 {all}
      819    0.007    0.000    0.007    0.000 {chr}
        8    0.001    0.000    0.007    0.001 /usr/lib/python2.7/abc.py:105(register)
        1    0.006    0.006    0.007    0.007 /usr/lib/pymodules/python2.7/numpy/core/arrayprint.py:4(<module>)
        5    0.000    0.000    0.007    0.001 /home/pi/PyNDN2/python/pyndn/name.py:80(toEscapedString)
      6/5    0.003    0.001    0.006    0.001 /home/pi/PyNDN2/python/pyndn/name.py:551(toEscapedString)
       26    0.004    0.000    0.006    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:232(bitname)
      372    0.006    0.000    0.006    0.000 /usr/lib/python2.7/sre_parse.py:90(__init__)
        1    0.004    0.004    0.006    0.006 /usr/lib/python2.7/base64.py:3(<module>)
       34    0.001    0.000    0.006    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:719(MessageEncoder)
        1    0.000    0.000    0.006    0.006 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor_pb2.py:1321(UninterpretedOption)
        1    0.005    0.005    0.006    0.006 /usr/lib/python2.7/heapq.py:31(<module>)
      586    0.006    0.000    0.006    0.000 /home/pi/PyNDN2/python/pyndn/node.py:509(getOnData)
        1    0.002    0.002    0.006    0.006 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/__init__.py:25(<module>)
        1    0.003    0.003    0.005    0.005 /home/pi/PyNDN2/python/pyndn/util/blob.py:25(<module>)
      587    0.005    0.000    0.005    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:82(getMaxSuffixComponents)
        2    0.000    0.000    0.005    0.003 /home/pi/PyNDN2/python/pyndn/name.py:388(toUri)
        8    0.002    0.000    0.005    0.001 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
       19    0.002    0.000    0.005    0.000 /usr/lib/pymodules/python2.7/numpy/testing/nosetester.py:138(__init__)
        1    0.002    0.002    0.005    0.005 /home/pi/PyNDN2/python/pyndn/security/identity/memory_private_key_storage.py:23(<module>)
        1    0.004    0.004    0.005    0.005 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:65(<module>)
       27    0.004    0.000    0.005    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:386(_AddPropertiesForRepeatedField)
        9    0.000    0.000    0.005    0.001 /usr/lib/pymodules/python2.7/numpy/ma/extras.py:239(__init__)
        1    0.005    0.005    0.005    0.005 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:29(<module>)
      290    0.004    0.000    0.005    0.000 /usr/lib/python2.7/collections.py:328(<genexpr>)
      587    0.005    0.000    0.005    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:111(getChildSelector)
        1    0.004    0.004    0.005    0.005 /usr/lib/pymodules/python2.7/numpy/testing/utils.py:3(<module>)
        1    0.000    0.000    0.005    0.005 /home/pi/PyNDN2/python/pyndn/security/identity/identity_manager.py:70(getDefaultIdentity)
        1    0.004    0.004    0.005    0.005 /home/pi/PyNDN2/python/pyndn/encoding/binary_xml_structure_decoder.py:23(<module>)
        1    0.000    0.000    0.005    0.005 /home/pi/PyNDN2/python/pyndn/security/identity/basic_identity_storage.py:292(getDefaultIdentity)
        9    0.001    0.000    0.005    0.001 /usr/lib/pymodules/python2.7/numpy/ma/extras.py:243(getdoc)
      586    0.005    0.000    0.005    0.000 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_structure_decoder.py:201(getOffset)
      587    0.005    0.000    0.005    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:120(getMustBeFresh)
       26    0.003    0.000    0.005    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:816(__init__)
        1    0.003    0.003    0.005    0.005 /usr/lib/python2.7/unittest/runner.py:1(<module>)
        1    0.004    0.004    0.005    0.005 /home/pi/PyNDN2/python/pyndn/security/policy/no_verify_policy_manager.py:20(<module>)
      587    0.005    0.000    0.005    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:145(getScope)
        1    0.003    0.003    0.004    0.004 /home/pi/PyNDN2/python/pyndn/security/identity/identity_manager.py:23(<module>)
        1    0.000    0.000    0.004    0.004 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor_pb2.py:1237(DescriptorProto)
        1    0.004    0.004    0.004    0.004 /usr/lib/pymodules/python2.7/numpy/compat/__init__.py:10(<module>)
       69    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
      587    0.004    0.000    0.004    0.000 /home/pi/PyNDN2/python/pyndn/key_locator.py:54(getType)
      587    0.004    0.000    0.004    0.000 /home/pi/PyNDN2/python/pyndn/interest.py:73(getMinSuffixComponents)
       31    0.003    0.000    0.004    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:59(getargs)
        1    0.004    0.004    0.004    0.004 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/type_checkers.py:44(<module>)
       23    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:652(StringEncoder)
        1    0.004    0.004    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/ARC2.py:57(<module>)
        1    0.002    0.002    0.004    0.004 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:456(_set_array_types)
       34    0.001    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/decoder.py:499(MessageDecoder)
       91    0.002    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:108(_TagSize)
        4    0.001    0.000    0.004    0.001 /usr/lib/python2.7/abc.py:86(__new__)
        8    0.000    0.000    0.004    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:7119(__init__)
       55    0.002    0.000    0.004    0.000 /usr/lib/pymodules/python2.7/numpy/lib/utils.py:157(deprecate)
      258    0.004    0.000    0.004    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.003    0.003    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Random/OSRNG/posix.py:25(<module>)
        1    0.003    0.003    0.004    0.004 /usr/local/lib/python2.7/dist-packages/Crypto/Util/py3compat.py:59(<module>)
      305    0.004    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/wire_format.py:80(PackTag)
      586    0.004    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/mock.py:946(_mock_check_sig)
       82    0.003    0.000    0.004    0.000 /usr/lib/python2.7/sre_parse.py:257(_escape)
        1    0.003    0.003    0.003    0.003 /usr/lib/python2.7/shutil.py:5(<module>)
        8    0.001    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:7124(getdoc)
        1    0.000    0.000    0.003    0.003 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/encodings/__init__.py:71(search_function)
        1    0.002    0.002    0.003    0.003 /home/pi/PyNDN2/python/pyndn/encoding/tlv/tlv_encoder.py:20(<module>)
        1    0.003    0.003    0.003    0.003 /home/pi/PyNDN2/python/pyndn/security/policy/self_verify_policy_manager.py:26(<module>)
      587    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/message_listener.py:77(Modified)
       18    0.002    0.000    0.003    0.000 /usr/lib/pymodules/python2.7/numpy/ma/core.py:900(__init__)
        1    0.002    0.002    0.003    0.003 /usr/lib/pymodules/python2.7/numpy/lib/_iotools.py:1(<module>)
        1    0.001    0.001    0.003    0.003 /usr/lib/python2.7/ctypes/__init__.py:265(_reset_cache)
        1    0.002    0.002    0.003    0.003 /home/pi/PyNDN2/python/pyndn/security/certificate/__init__.py:20(<module>)
       14    0.001    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:615(BoolEncoder)
       25    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:585(_AddHasFieldMethod)
        1    0.000    0.000    0.003    0.003 /usr/lib/pymodules/python2.7/numpy/core/fromnumeric.py:2299(mean)
        1    0.002    0.002    0.003    0.003 /home/pi/PyNDN2/python/pyndn/key_locator.py:23(<module>)
        1    0.002    0.002    0.003    0.003 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:284(_add_types)
       17    0.000    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:409(SpecificEncoder)
      149    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:71(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/pymodules/python2.7/numpy/core/fromnumeric.py:32(_wrapit)
       91    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:248(_DefaultValueConstructorForField)
       14    0.002    0.000    0.003    0.000 /usr/lib/python2.7/ctypes/__init__.py:147(_check_size)
        1    0.002    0.002    0.003    0.003 /usr/lib/pymodules/python2.7/numpy/polynomial/polyutils.py:33(<module>)
        1    0.003    0.003    0.003    0.003 /usr/local/lib/python2.7/dist-packages/Crypto/Util/Counter.py:56(<module>)
        1    0.002    0.002    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/fft/fftpack.py:32(<module>)
       34    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:289(MessageSizer)
       38    0.001    0.000    0.002    0.000 /usr/lib/python2.7/collections.py:354(<genexpr>)
        1    0.002    0.002    0.002    0.002 /home/pi/PyNDN2/python/pyndn/util/common.py:22(<module>)
       74    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/numpy/compat/_inspect.py:150(strseq)
        1    0.002    0.002    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/core/records.py:36(<module>)
        1    0.001    0.001    0.002    0.002 {__import__}
        1    0.002    0.002    0.002    0.002 /usr/lib/python2.7/unittest/suite.py:1(<module>)
       30    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:448(_add_array_type)
       25    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:76(NewMessage)
       20    0.002    0.000    0.002    0.000 /usr/lib/python2.7/posixpath.py:127(dirname)
        3    0.002    0.001    0.002    0.001 /usr/lib/python2.7/ctypes/__init__.py:78(CFUNCTYPE)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/DES.py:49(<module>)
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/SHA1.py:36(<module>)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Cipher/DES3.py:62(<module>)
       29    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:115(__init__)
        1    0.002    0.002    0.002    0.002 /home/pi/PyNDN2/python/pyndn/sha256_with_rsa_signature.py:24(<module>)
      217    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
        1    0.002    0.002    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/core/defchararray.py:17(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/core/numeric.py:167(asarray)
       60    0.002    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:72(opengroup)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/ma/core.py:2568(MaskedArray)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/google/protobuf/message.py:35(<module>)
       25    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:233(_AddEnumValues)
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Util/asn1.py:594(encode)
       27    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:561(__init__)
        4    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/descriptor.py:514(__init__)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/PublicKey/_slowmath.py:25(<module>)
       60    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:83(closegroup)
       23    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:178(__init__)
        1    0.002    0.002    0.002    0.002 /home/pi/PyNDN2/python/pyndn/node.py:42(Node)
       25    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:608(_AddClearFieldMethod)
       12    0.002    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/numpy/ctypeslib.py:306(prep_simple)
        3    0.002    0.001    0.002    0.001 /usr/lib/python2.7/ctypes/__init__.py:493(PYFUNCTYPE)
        1    0.002    0.002    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/CMAC.py:61(<module>)
      155    0.002    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:134(__setitem__)
       12    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:469(_AddPropertiesForNonRepeatedCompositeField)
       19    0.001    0.000    0.002    0.000 /usr/lib/python2.7/_weakrefset.py:58(__iter__)
       23    0.001    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/encoder.py:227(StringSizer)
        1    0.002    0.002    0.002    0.002 /home/pi/PyNDN2/python/pyndn/transport/socket_poller.py:23(<module>)
      432    0.002    0.000    0.002    0.000 /usr/lib/python2.7/sre_compile.py:24(_identityfunction)
        1    0.001    0.001    0.002    0.002 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:785(_construct_lookups)
       74    0.001    0.000    0.002    0.000 /usr/lib/pymodules/python2.7/numpy/core/numerictypes.py:130(english_lower)
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/Crypto/Hash/MD5.py:36(<module>)
       25    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:528(_AddStaticMethods)
        1    0.001    0.001    0.002    0.002 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/containers.py:40(<module>)
       25    0.002    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/google/protobuf/internal/python_message.py:832(_AddIsInitializedMethod)
